first_name,last_name,occupation,income_level,identifier,product_name,product_type,transaction_id,customer_id,product_id,merchant_name,transaction_description,transaction_amount,type_deposit_withdrawal,transaction_date,channel
JIMMY,McIlhone,Research Assistant IV,Low,094-02-1434,Critical Illness Platinum,health insurance,9670,784,861,National Bank,health insurance Deposit,13634,D,2021-04-27 00:00:00.000,Branch
BETTINE,Heisham,Administrative Officer,High,444-84-6340,Equities,Equities,9088,130,4066,Zoomdog,Equities Withdrawal,22444,W,2021-04-27 00:00:00.000,Branch
ROZ,Waller-Bridge,Senior Sales Associate,High,608-21-7772,Foreign Education Loan,educational loan,8022,925,1177,National Bank,educational loan Deposit,11655,D,2021-04-26 00:00:00.000,Phone Banking
RAVI,Bindin,VP Sales,Medium,393-64-5207,National Home Loan,home loan,7602,446,197,National Bank,home loan Deposit,13158,D,2021-04-26 00:00:00.000,Branch
YOSHIKO,Brunskill,General Manager,Medium,171-24-2243,Diners Club Black,credit card,1586,637,2113,Aivee,credit card Deposit,2731,D,2021-04-26 00:00:00.000,Branch
BRYANT,Brand,Accountant I,Low,503-58-1802,Equities,Equities,749,173,3451,Meetz,Equities Withdrawal,16792,W,2021-04-26 00:00:00.000,Branch
DEONNE,Ogley,Geological Engineer,Medium,884-39-8232,SavingsMax Account,savings account,5086,432,318,Livefish,current account Deposit,22296,D,2021-04-26 00:00:00.000,Branch
RAVI,Bindin,VP Sales,Medium,393-64-5207,National Home Loan,home loan,9874,446,197,National Bank,home loan Deposit,3748,D,2021-04-26 00:00:00.000,Branch
RAVI,Bindin,VP Sales,Medium,393-64-5207,National Home Loan,home loan,9401,446,197,National Bank,home loan Deposit,17699,D,2021-04-26 00:00:00.000,Branch
MAXY,Jacketts,Programmer I,High,315-41-2448,Equities,Equities,8706,350,4999,Jayo,Equities Withdrawal,2741,W,2021-04-26 00:00:00.000,Branch
EV,Borges,Geological Engineer,High,150-86-2566,Critical Illness Platinum,health insurance,7473,28,4466,National Bank,health insurance Deposit,15538,D,2021-04-25 00:00:00.000,Branch
ANESTASSIA,Weadick,Recruiter,High,780-50-9006,SavingsMax Account,savings account,220,314,4257,Voonte,savings account Deposit,15448,D,2021-04-25 00:00:00.000,Branch
AX,Vine,Legal Assistant,Low,146-44-2276,Supreme Current Account,current account,3268,671,1494,Zava,current account Deposit,21514,D,2021-04-25 00:00:00.000,Branch
IVETTE,Asple,Statistician III,High,823-75-8305,Emergency Personal Loan,Personal Loan,678,764,4934,National Bank,Personal Loan Deposit,14578,D,2021-04-25 00:00:00.000,Branch
ALLSUN,Grinikhin,VP Quality Control,Low,970-41-0251,Life Easy Health,life insurance,9665,155,2526,National Bank,life insurance Deposit,16844,D,2021-04-25 00:00:00.000,Branch
MELINDE,Welldrake,Account Representative I,Medium,723-46-1151,Private Car Insurance,motor insurance,9045,354,3194,National Bank,motor insurance Deposit,21062,D,2021-04-25 00:00:00.000,Branch
PANCHO,Zorzetti,Assistant Manager,Low,122-39-7760,Health Security Plan,health insurance,2067,27,2844,National Bank,health insurance Deposit,10244,D,2021-04-25 00:00:00.000,Branch
JERRY,Danell,Cost Accountant,Medium,559-83-5704,Max Current Account,current account,2056,706,3233,Realmix,savings account Deposit,4939,D,2021-04-25 00:00:00.000,Branch
BRANDIE,Glader,Financial Analyst,Low,760-03-4090,Regular Fixed Deposit,fixed deposit,10686,39,3150,National Bank,fixed deposit Deposit,22075,D,2021-04-24 00:00:00.000,Branch
DILLY,Lawly,Computer Systems Analyst II,Medium,053-90-3924,Critical Illness Platinum,health insurance,3046,777,1702,National Bank,health insurance Deposit,13827,D,2021-04-24 00:00:00.000,Branch
CORT,Lyston,Senior Editor,Medium,587-10-2151,SavingsMax Account,savings account,5513,8,236,Meembee,savings account Deposit,9883,D,2021-04-24 00:00:00.000,Branch
VALDEMAR,Shory,Media Manager III,Low,930-50-0520,Emergency Personal Loan,Personal Loan,9909,579,212,National Bank,Personal Loan Deposit,14448,D,2021-04-24 00:00:00.000,Branch
BRANDIE,Glader,Financial Analyst,Low,760-03-4090,Regular Fixed Deposit,fixed deposit,2381,39,3150,National Bank,fixed deposit Deposit,13018,D,2021-04-24 00:00:00.000,Branch
MARION,Collings,Financial Advisor,Low,356-78-1808,Equities,Equities,4629,981,2326,Devbug,Equities Withdrawal,15077,W,2021-04-24 00:00:00.000,Branch
FRANNI,Klimontovich,Junior Executive,High,103-47-7758,Super Saver Facility,fixed deposit,2069,437,1092,National Bank,fixed deposit Deposit,16010,D,2021-04-24 00:00:00.000,Branch
MARYANNE,Chandler,Systems Administrator III,High,515-36-3637,Regular Fixed Deposit,fixed deposit,8147,994,929,National Bank,fixed deposit Deposit,2979,D,2021-04-23 00:00:00.000,Branch
DORELIA,Huton,Senior Cost Accountant,High,037-51-6136,National Home Loan,home loan,7988,25,1298,National Bank,home loan Deposit,5551,D,2021-04-23 00:00:00.000,Branch
TIEBOLD,Freeman,Compensation Analyst,High,243-45-9149,Super Saver Facility,fixed deposit,7880,37,2384,National Bank,fixed deposit Deposit,7390,D,2021-04-23 00:00:00.000,Branch
SHARA,Iwaszkiewicz,Graphic Designer,High,770-32-9516,Emergency Personal Loan,Personal Loan,3820,940,3847,National Bank,Personal Loan Deposit,15554,D,2021-04-23 00:00:00.000,Branch
DALLI,Dumphy,Recruiting Manager,High,972-25-6805,Foreign Education Loan,educational loan,7215,46,145,National Bank,educational loan Deposit,23494,D,2021-04-23 00:00:00.000,Phone Banking
SHARA,Iwaszkiewicz,Graphic Designer,High,770-32-9516,Critical Illness Platinum,health insurance,429,940,2474,National Bank,health insurance Deposit,24737,D,2021-04-23 00:00:00.000,Branch
MARGEAUX,Windibank,Research Assistant IV,Low,633-62-1968,Home Gaurd Insurance,home insurance,1552,6,3615,National Bank,home insurance Deposit,1867,D,2021-04-23 00:00:00.000,Phone Banking
MARYANNE,Chandler,Systems Administrator III,High,515-36-3637,Regular Fixed Deposit,fixed deposit,2955,994,929,National Bank,fixed deposit Deposit,8983,D,2021-04-23 00:00:00.000,Branch
SHARA,Iwaszkiewicz,Graphic Designer,High,770-32-9516,Emergency Personal Loan,Personal Loan,5538,940,3847,National Bank,Personal Loan Deposit,1121,D,2021-04-23 00:00:00.000,Branch
FREDEK,Nesbitt,Dental Hygienist,Low,289-71-1115,Critical Illness Platinum,health insurance,10492,170,3767,National Bank,health insurance Deposit,11860,D,2021-04-23 00:00:00.000,Branch
MARYANNE,Chandler,Systems Administrator III,High,515-36-3637,Regular Fixed Deposit,fixed deposit,4908,994,929,National Bank,fixed deposit Deposit,16650,D,2021-04-23 00:00:00.000,Branch
FREDERICKA,Parken,Software Consultant,Low,166-66-6051,Life Easy Health,life insurance,4545,209,207,National Bank,life insurance Deposit,6070,D,2021-04-23 00:00:00.000,Branch
IKE,Epton,Civil Engineer,Low,322-76-5965,Equities,Equities,8946,638,3911,Kwinu,Equities Withdrawal,10773,W,2021-04-23 00:00:00.000,Branch
DORELIA,Huton,Senior Cost Accountant,High,037-51-6136,National Home Loan,home loan,4362,25,1298,National Bank,home loan Deposit,24794,D,2021-04-23 00:00:00.000,Branch
YETTA,Riccardi,Financial Analyst,Medium,154-52-5602,Assured Home Loan,home loan,8561,366,2045,National Bank,home loan Deposit,11073,D,2021-04-23 00:00:00.000,Branch
DORELIA,Huton,Senior Cost Accountant,High,037-51-6136,National Home Loan,home loan,8373,25,1298,National Bank,home loan Deposit,23399,D,2021-04-23 00:00:00.000,Branch
VANIA,Duffill,Business Systems Development Analyst,Low,637-95-4885,Diners Club Black,credit card,8074,30,1887,Demimbu,credit card Deposit,5074,D,2021-04-22 00:00:00.000,Branch
ANGELITA,Farres,Physical Therapy Assistant,High,385-73-5682,New Car Loan,car loan,3669,288,1802,National Bank,car loan Deposit,23416,D,2021-04-22 00:00:00.000,Phone Banking
URSULINA,Dewhirst,Actuary,Medium,385-06-9500,Critical Illness Platinum,health insurance,3453,795,1289,National Bank,health insurance Deposit,16517,D,2021-04-22 00:00:00.000,Branch
URSULINA,Dewhirst,Actuary,Medium,385-06-9500,Private Car Insurance,motor insurance,6552,795,2543,National Bank,motor insurance Deposit,10161,D,2021-04-22 00:00:00.000,Branch
URSULINA,Dewhirst,Actuary,Medium,385-06-9500,Regular Fixed Deposit,fixed deposit,6284,795,4336,National Bank,fixed deposit Deposit,2108,D,2021-04-22 00:00:00.000,Branch
OBEDIAH,Farnill,Quality Engineer,Medium,871-17-5512,Super Saver Savings Account,savings account,3053,125,803,Snaptags,savings account Deposit,19420,D,2021-04-22 00:00:00.000,Branch
TONIA,Lagneaux,Human Resources Manager,High,933-08-5711,Diners Club Black,credit card,9830,788,1919,Eamia,credit card Deposit,18345,D,2021-04-22 00:00:00.000,Branch
URSULINA,Dewhirst,Actuary,Medium,385-06-9500,Foreign Education Loan,educational loan,5417,795,1511,National Bank,educational loan Deposit,23140,D,2021-04-22 00:00:00.000,Phone Banking
BELTRAN,Daouse,Research Assistant III,Medium,675-45-9238,Super Saver Savings Account,savings account,10618,220,4332,Twiyo,current account Deposit,17986,D,2021-04-22 00:00:00.000,Branch
RENARD,Parkhouse,Staff Accountant III,Low,079-44-0145,Foreign Education Loan,educational loan,10265,978,1314,National Bank,educational loan Deposit,11934,D,2021-04-22 00:00:00.000,Phone Banking
URSULINA,Dewhirst,Actuary,Medium,385-06-9500,Private Car Insurance,motor insurance,9764,795,2543,National Bank,motor insurance Deposit,9016,D,2021-04-22 00:00:00.000,Branch
URSULINA,Dewhirst,Actuary,Medium,385-06-9500,Foreign Education Loan,educational loan,9549,795,1511,National Bank,educational loan Deposit,8897,D,2021-04-22 00:00:00.000,Phone Banking
REDD,Naire,Database Administrator III,High,799-63-3348,Super Saver Facility,fixed deposit,9162,58,2279,National Bank,fixed deposit Deposit,9117,D,2021-04-22 00:00:00.000,Branch
BERNETTA,Mylan,Help Desk Operator,High,440-13-6029,Jet Privilege World,credit card,554,332,2042,Kayveo,credit card Deposit,6709,D,2021-04-22 00:00:00.000,Branch
URSULINA,Dewhirst,Actuary,Medium,385-06-9500,Private Car Insurance,motor insurance,4272,795,2543,National Bank,motor insurance Deposit,14051,D,2021-04-22 00:00:00.000,Branch
URSULINA,Dewhirst,Actuary,Medium,385-06-9500,Critical Illness Platinum,health insurance,8370,795,1289,National Bank,health insurance Deposit,6736,D,2021-04-22 00:00:00.000,Branch
HAM,Mollitt,VP Quality Control,High,247-31-2733,National Home Loan,home loan,8307,535,1676,National Bank,home loan Deposit,2994,D,2021-04-22 00:00:00.000,Branch
BRIETTA,Roulston,Actuary,Low,679-43-6152,Regular Fixed Deposit,fixed deposit,5427,132,3147,National Bank,fixed deposit Deposit,8144,D,2021-04-18 00:00:00.000,Branch
KENNITH,Winsborrow,VP Quality Control,Low,827-76-6633,Apex Current Account,current account,10696,307,4431,Photolist,savings account Deposit,23464,D,2021-04-18 00:00:00.000,Branch
KENNITH,Winsborrow,VP Quality Control,Low,827-76-6633,Critical Illness Platinum,health insurance,2420,307,1022,National Bank,health insurance Deposit,5961,D,2021-04-18 00:00:00.000,Branch
KENNITH,Winsborrow,VP Quality Control,Low,827-76-6633,Private Car Insurance,motor insurance,5128,307,3951,National Bank,motor insurance Deposit,23022,D,2021-04-18 00:00:00.000,Branch
KENNITH,Winsborrow,VP Quality Control,Low,827-76-6633,Apex Current Account,current account,10044,307,4431,Oozz,savings account Deposit,24765,D,2021-04-18 00:00:00.000,Branch
KENNITH,Winsborrow,VP Quality Control,Low,827-76-6633,Private Car Insurance,motor insurance,9974,307,3951,National Bank,motor insurance Deposit,15186,D,2021-04-18 00:00:00.000,Branch
KENNITH,Winsborrow,VP Quality Control,Low,827-76-6633,Diners Club Black,credit card,9882,307,4042,Rhycero,credit card Deposit,3128,D,2021-04-18 00:00:00.000,Branch
KENNITH,Winsborrow,VP Quality Control,Low,827-76-6633,Apex Current Account,current account,2430,307,4431,Mynte,savings account Deposit,6788,D,2021-04-18 00:00:00.000,Branch
KENNITH,Winsborrow,VP Quality Control,Low,827-76-6633,Private Car Insurance,motor insurance,8877,307,2989,National Bank,motor insurance Deposit,10638,D,2021-04-18 00:00:00.000,Branch
STELLA,Stert,Software Test Engineer IV,High,337-56-7130,Life Easy Health,life insurance,539,219,2624,National Bank,life insurance Deposit,12962,D,2021-04-18 00:00:00.000,Branch
ANTONIUS,Gay,Pharmacist,Medium,093-02-4554,Equities,Equities,8539,151,2682,Browsedrive,Equities Withdrawal,13457,W,2021-04-18 00:00:00.000,Branch
BELTRAN,Januszkiewicz,VP Quality Control,Low,794-69-0133,Pre-Owned Car Loan,car loan,1972,456,2665,National Bank,car loan Deposit,21794,D,2021-04-17 00:00:00.000,Phone Banking
PAOLA,Walklett,Engineer I,Low,252-82-5341,Regular Fixed Deposit,fixed deposit,1822,254,181,National Bank,fixed deposit Deposit,2973,D,2021-04-17 00:00:00.000,Branch
RANNA,Kevane,Speech Pathologist,High,038-05-6520,Super Saver Facility,fixed deposit,6872,577,116,National Bank,fixed deposit Deposit,20145,D,2021-04-17 00:00:00.000,Branch
GINO,Shrieves,Software Engineer II,Low,870-55-1660,Super Saver Savings Account,savings account,6608,12,4947,Dynava,current account Deposit,13642,D,2021-04-17 00:00:00.000,Branch
LON,Hars,Statistician I,Low,481-63-5224,Diners Club Black,credit card,6370,358,4402,Rooxo,credit card Deposit,16738,D,2021-04-17 00:00:00.000,Branch
LON,Hars,Statistician I,Low,481-63-5224,Diners Club Black,credit card,5931,358,4402,Trudoo,credit card Deposit,11812,D,2021-04-17 00:00:00.000,Branch
LON,Hars,Statistician I,Low,481-63-5224,Diners Club Black,credit card,10814,358,4402,Abata,credit card Deposit,3915,D,2021-04-17 00:00:00.000,Branch
PAOLA,Walklett,Engineer I,Low,252-82-5341,Regular Fixed Deposit,fixed deposit,10583,254,181,National Bank,fixed deposit Deposit,1723,D,2021-04-17 00:00:00.000,Branch
DALLI,Dumphy,Recruiting Manager,High,972-25-6805,Franklin Templeton MF,mutual funds,2461,46,4566,Dynabox,mutual funds Withdrawal,23555,W,2021-04-17 00:00:00.000,Branch
DALLI,Dumphy,Recruiting Manager,High,972-25-6805,Franklin Templeton MF,mutual funds,8655,46,4566,Meemm,mutual funds Withdrawal,23353,W,2021-04-17 00:00:00.000,Branch
SALEM,Bruniges,Health Coach II,Medium,936-62-4464,Critical Illness Platinum,health insurance,8342,360,470,National Bank,health insurance Deposit,20055,D,2021-04-17 00:00:00.000,Branch
PAPAGENA,Cosgrive,Pharmacist,Low,225-75-6558,Home Gaurd Insurance,home insurance,1013,534,2019,National Bank,home insurance Deposit,5811,D,2021-04-16 00:00:00.000,Phone Banking
NATALIE,Hablot,Systems Administrator II,High,321-57-1133,Home Gaurd Insurance,home insurance,7543,299,3267,National Bank,home insurance Deposit,12723,D,2021-04-16 00:00:00.000,Phone Banking
NATALIE,Hablot,Systems Administrator II,High,321-57-1133,Home Gaurd Insurance,home insurance,6989,299,3267,National Bank,home insurance Deposit,8315,D,2021-04-16 00:00:00.000,Phone Banking
NATALIE,Hablot,Systems Administrator II,High,321-57-1133,Home Gaurd Insurance,home insurance,6770,299,3267,National Bank,home insurance Deposit,14571,D,2021-04-16 00:00:00.000,Phone Banking
BIRON,Apfler,Human Resources Assistant III,Medium,944-62-6012,Critical Illness Platinum,health insurance,3033,342,606,National Bank,health insurance Deposit,9586,D,2021-04-16 00:00:00.000,Branch
JERRIE,Sorbey,Senior Developer,Medium,337-21-3975,Diners Club Black,credit card,2222,363,4323,Youspan,mutual funds Withdrawal,20063,W,2021-04-16 00:00:00.000,Branch
BAUDOIN,Sinnett,Web Designer I,Medium,355-65-2894,Private Car Insurance,motor insurance,7812,873,3142,National Bank,motor insurance Deposit,7277,D,2021-04-15 00:00:00.000,Branch
DALLAS,Howcroft,Environmental Specialist,Medium,153-89-8491,Super Saver Savings Account,savings account,5314,80,3431,Centimia,savings account Deposit,22950,D,2021-04-15 00:00:00.000,Branch
MILE,Peris,Social Worker,Medium,636-13-7630,Platinum Times Card,credit card,6919,744,1047,Zoomlounge,Equities Withdrawal,22732,W,2021-04-15 00:00:00.000,Branch
GIANNA,Trusty,Marketing Assistant,Medium,633-96-8076,National Home Loan,home loan,1564,32,4681,National Bank,home loan Deposit,11774,D,2021-04-15 00:00:00.000,Branch
GIRAUD,Hallsworth,Librarian,Low,625-69-9843,Pre-Owned Car Loan,car loan,3054,188,3059,National Bank,car loan Deposit,1255,D,2021-04-15 00:00:00.000,Phone Banking
BAUDOIN,Sinnett,Web Designer I,Medium,355-65-2894,Diners Club Black,credit card,5258,873,380,Eayo,credit card Deposit,7824,D,2021-04-15 00:00:00.000,Branch
GIANNA,Trusty,Marketing Assistant,Medium,633-96-8076,National Home Loan,home loan,2666,32,4681,National Bank,home loan Deposit,11096,D,2021-04-15 00:00:00.000,Branch
GIANNA,Trusty,Marketing Assistant,Medium,633-96-8076,National Home Loan,home loan,9619,32,4681,National Bank,home loan Deposit,17809,D,2021-04-15 00:00:00.000,Branch
BAUDOIN,Sinnett,Web Designer I,Medium,355-65-2894,Diners Club Black,credit card,285,873,380,Babbleopia,credit card Deposit,17695,D,2021-04-15 00:00:00.000,Branch
BAUDOIN,Sinnett,Web Designer I,Medium,355-65-2894,Critical Illness Platinum,health insurance,8883,873,2489,National Bank,health insurance Deposit,7641,D,2021-04-15 00:00:00.000,Branch
BAUDOIN,Sinnett,Web Designer I,Medium,355-65-2894,Critical Illness Platinum,health insurance,4156,873,2489,National Bank,health insurance Deposit,12849,D,2021-04-15 00:00:00.000,Branch
CODY,Bertholin,Pharmacist,Medium,651-39-2154,Critical Illness Platinum,health insurance,6263,804,3874,National Bank,health insurance Deposit,7300,D,2021-04-14 00:00:00.000,Branch
MELINDE,Welldrake,Account Representative I,Medium,723-46-1151,Private Car Insurance,motor insurance,359,354,3194,National Bank,motor insurance Deposit,21674,D,2021-04-14 00:00:00.000,Branch
JETH,Woolger,Nurse Practicioner,High,495-47-1468,New Car Loan,car loan,175,31,228,National Bank,car loan Deposit,21469,D,2021-04-14 00:00:00.000,Phone Banking
NEILLA,Gollop,Internal Auditor,Medium,401-23-4332,Central Govt Scheme,educational loan,7907,724,4314,National Bank,educational loan Deposit,23216,D,2021-04-13 00:00:00.000,Phone Banking
HARALD,Bautiste,Nurse,Low,809-84-0922,Critical Illness Platinum,health insurance,7716,269,536,National Bank,health insurance Deposit,8191,D,2021-04-13 00:00:00.000,Branch
BECKA,Sieghard,Cost Accountant,High,942-67-9691,Life Easy Health,life insurance,931,195,2699,National Bank,life insurance Deposit,1342,D,2021-04-13 00:00:00.000,Branch
HARALD,Bautiste,Nurse,Low,809-84-0922,Private Car Insurance,motor insurance,3558,269,2241,National Bank,motor insurance Deposit,4826,D,2021-04-13 00:00:00.000,Branch
NOLANA,Congram,Engineer III,Medium,104-65-7047,Super Saver Savings Account,savings account,6908,297,4438,Rhyloo,savings account Deposit,12832,D,2021-04-13 00:00:00.000,Branch
BECKA,Sieghard,Cost Accountant,High,942-67-9691,Central Govt Scheme,educational loan,6717,195,3229,National Bank,educational loan Deposit,18741,D,2021-04-13 00:00:00.000,Phone Banking
HARALD,Bautiste,Nurse,Low,809-84-0922,Critical Illness Platinum,health insurance,6496,269,536,National Bank,health insurance Deposit,11355,D,2021-04-13 00:00:00.000,Phone Banking
